Event,Zone,Region,Category,Start Date,End Date,Year,Insured Cost,NSW,VIC,QLD,ACT,TAS,SA,NT,WA,Waters
Flood - South East Queensland,Queensland,Cape York,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Charters Towers,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Clermont,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Cooktown,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Croydon,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Longreach,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Mackay,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Mitchell River,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Normanton,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Rockhampton,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Taroom,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Tibooburra (QLD),Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Townsville,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Weipa,Flood,2008-02-10,2008-02-18,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - North Coast New South Wales ,New South Wales,Lismore (NSW),Flood,2008-01-04,2008-01-11,2008,15000000.0,1,0,0,0,0,0,0,0,0
Flood - Queensland,Queensland,Ayr,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Birdsville,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Blackall,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Boulia,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Cairns,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Cape York,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Charleville,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Charters Towers,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Clermont,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Cooktown,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Coringa Islets,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Croydon,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Cunnamulla (QLD),Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Eromanga,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Longreach,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mackay,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mitchell River,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Moree (QLD),Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mornington Island,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Mount Isa,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Normanton,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Osprey Reef,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Richmond,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Rockhampton,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Roma,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Taroom,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Tibooburra (QLD),Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Townsville,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Weipa,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Windorah,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - Queensland,Queensland,Winton,Flood,2008-01-01,2008-01-31,2008,70000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland ,Queensland,Brisbane,Flood,2007-12-27,2008-01-07,2007,15000000.0,0,0,1,0,0,0,0,0,0
Flood - South East Queensland ,Queensland,Lismore (QLD),Flood,2007-12-27,2008-01-07,2007,15000000.0,0,0,1,0,0,0,0,0,0
Flood - Gippsland,Victoria,Cooma (VIC),Flood,2007-06-27,2007-07-02,2007,15000000.0,0,1,0,0,0,0,0,0,0
Flood - Gippsland,Victoria,Wilsons Promontory,Flood,2007-06-27,2007-07-02,2007,15000000.0,0,1,0,0,0,0,0,0,0
Flood - Gippsland,Victoria,Melbourne,Flood,2007-06-27,2007-07-02,2007,15000000.0,0,1,0,0,0,0,0,0,0
Flood - Gawler river,South Australia,Gawler River,Flood,2005-11-08,,2005,40000000.0,0,0,0,0,0,1,0,0,0
Flood - North East New South Wales,New South Wales,Lismore (NSW),Flood,2005-06-29,2005-06-30,2005,25000000.0,1,0,0,0,0,0,0,0,0
Flood - South East Queensland,Queensland,Lismore (QLD),Flood,2005-06-29,2005-06-30,2005,53900000.0,0,0,1,0,0,0,0,0,0
"Flood - Brisbane, Sunshine Coast, and Gold Coast",Queensland,Brisbane,Flood,2001-03-09,2001-03-11,2001,37000000.0,0,0,1,0,0,0,0,0,0
"Flood - Grafton, Kempsey and North Coast New South Wales ",New South Wales,Lismore (NSW),Flood,2001-03-05,2001-03-12,2001,25000000.0,1,0,0,0,0,0,0,0,0
"Flood - Grafton, Kempsey and North Coast New South Wales ",New South Wales,Tamworth,Flood,2001-03-05,2001-03-12,2001,25000000.0,1,0,0,0,0,0,0,0,0
Flood - North and Central Queensland,Queensland,Cairns,Flood,2000-02-05,2000-02-28,2000,12000000.0,0,0,1,0,0,0,0,0,0
Flood - North and Central Queensland,Queensland,Townsville,Flood,2000-02-05,2000-02-28,2000,12000000.0,0,0,1,0,0,0,0,0,0
Flood - Melbourne and Central Victoria,Victoria,Melbourne,Flood,1999-12-26,1999-12-28,1999,10000000.0,0,1,0,0,0,0,0,0,0
Flood - Switzerland Gorge Flash Flood,Offshore,Outside Territorial Waters,Flood,1999-07-27,1999-07-28,1999,40000000.0,0,0,0,0,0,0,0,0,1
Flood - Sydney and Wollongong,New South Wales,Sydney,Flood,1998-08-17,1998-08-19,1998,40000000.0,1,0,0,0,0,0,0,0,0
Flood - Sydney and Wollongong,New South Wales,Wollongong,Flood,1998-08-17,1998-08-19,1998,40000000.0,1,0,0,0,0,0,0,0,0
Flood - Katherine Floods,Northern Territory,Katherine,Flood,1998-01-25,1998-02-02,1998,70000000.0,0,0,0,0,0,0,1,0,0
Flood - Townsville,Queensland,Cairns,Flood,1998-01-10,1998-01-12,1998,71000000.0,0,0,1,0,0,0,0,0,0
Flood - Townsville,Queensland,Townsville,Flood,1998-01-10,1998-01-12,1998,71000000.0,0,0,1,0,0,0,0,0,0
Flood - Southern Queensland and Northern New South Wales,"Queensland , New South Wales",Brisbane,Flood,1996-05-01,1996-05-09,1996,31000000.0,1,0,1,0,0,0,0,0,0
Flood - Southern Queensland and Northern New South Wales,"Queensland , New South Wales",Lismore (NSW),Flood,1996-05-01,1996-05-09,1996,31000000.0,1,0,1,0,0,0,0,0,0
Flood - North-Eastern Victoria,Victoria,Melbourne,Flood,1993-10-03,1993-10-04,1993,12000000.0,0,1,0,0,0,0,0,0,0
"Flood - Gnarr Creek, Ballarat",Victoria,Melbourne,Flood,1991-12-16,1991-12-18,1991,24000000.0,0,1,0,0,0,0,0,0,0
Flood - Boonah,Queensland,Brisbane,Flood,1991-02-07,1991-02-11,1991,22500000.0,0,0,1,0,0,0,0,0,0
Flood - Gulf Country ,Queensland,Cairns,Flood,1990-12-23,1991-01-07,1990,32000000.0,0,0,1,0,0,0,0,0,0
Flood - Gulf Country ,Queensland,Rockhampton,Flood,1990-12-23,1991-01-07,1990,32000000.0,0,0,1,0,0,0,0,0,0
"Flood - Queensland - Charleville, New South Wales - Nyngan, Victoria - Gippsland",National,Brisbane,Flood,1990-04-18,1990-04-30,1990,30000000.0,1,1,1,1,1,1,1,1,0
"Flood - Queensland - Charleville, New South Wales - Nyngan, Victoria - Gippsland",National,Lismore (NSW),Flood,1990-04-18,1990-04-30,1990,30000000.0,1,1,1,1,1,1,1,1,0
"Flood - Queensland - Charleville, New South Wales - Nyngan, Victoria - Gippsland",National,Melbourne,Flood,1990-04-18,1990-04-30,1990,30000000.0,1,1,1,1,1,1,1,1,0
"Flood - Gympie, Southern Queensland, and Eastern New South Wales",Queensland,Brisbane,Flood,1989-04-25,1989-04-30,1989,26000000.0,0,0,1,0,0,0,0,0,0
"Flood - Gympie, Southern Queensland, and Eastern New South Wales",Queensland,Lismore (QLD),Flood,1989-04-25,1989-04-30,1989,26000000.0,0,0,1,0,0,0,0,0,0
Flood - Lismore,New South Wales,Lismore (NSW),Flood,1988-04-07,1988-04-12,1988,25000000.0,1,0,0,0,0,0,0,0,0
Flood - Alice Springs and Central NT,Northern Territory,Alice Springs,Flood,1988-03-31,1988-04-02,1988,10000000.0,0,0,0,0,0,0,1,0,0
Flood - Sydney,New South Wales,Sydney,Flood,1986-08-04,1986-08-06,1986,35000000.0,1,0,0,0,0,0,0,0,0
Flood - Sydney,New South Wales,Sydney,Flood,1984-11-08,1984-11-08,1984,80000000.0,1,0,0,0,0,0,0,0,0
Flood - Dalby,Queensland,Brisbane,Flood,1981-02-01,1981-02-01,1981,20000000.0,0,0,1,0,0,0,0,0,0
"Flood - Sydney, Newcastle and Wollongong",New South Wales,Sydney,Flood,1978-02-10,1978-02-10,1978,15000000.0,1,0,0,0,0,0,0,0,0
Flood - Sydney,New South Wales,Sydney,Flood,1975-03-09,1975-03-09,1975,15000000.0,1,0,0,0,0,0,0,0,0
Flood - Western Sydney,New South Wales,Sydney,Flood,1974-04-24,1974-04-24,1974,20000000.0,1,0,0,0,0,0,0,0,0
Flood - Brisbane River,Queensland,Brisbane,Flood,1974-01-25,1974-01-29,1974,68000000.0,0,0,1,0,0,0,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Brisbane,Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Dubbo,Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Lismore (NSW),Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Sydney,Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Tamworth,Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Wollongong,Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
Flood - Eastern Australia,"Queensland , New South Wales , South Australia , Tasmania , Victoria",Coober Pedy,Flood,1974-01-25,1974-04-01,1974,68000000.0,1,1,1,0,1,1,0,0,0
